,date,ndate,instrument,sname,hymc,forecast,forecasttype,increasel,increaset,zfpx,changereasondscrpt,forecastcontent
50,2020-03-31,2020-03-26,300579.SZA,数字认证,软件服务,reduction,首亏,-251.48,-190.89,-221.185,"受新型冠状病毒肺炎疫情影响,公司新项目启动,已有项目的实施、验收工作均受到不同程度的推迟,从而对本期经营业绩产生一定不利影响。本期预计非经常性损益对净利润的影响金额为70万元左右,主要为公司确认的政府补助。","预计2020年1-3月归属于上市公司股东的净利润亏损:600万元至1,000万元。"
51,2020-03-31,2020-03-26,300451.SZA,创业慧康,软件服务,unknown,续盈,-14.67,15.11,0.22,"2020年第一季度受新冠肺炎疫情的影响,全国各地实施了严格的疫情防控措施,公共交通、人员流动受阻,致使医疗卫生信息化行业上下游复工及项目建设延迟,报告期业绩增速放缓。报告期,根据中央系列重要会议和政策的相关表述,以及公司对于“2003年非典疫情”对行业的影响分析,本次疫情将为医疗卫生信息化行业特别是公共卫生信息化、“互联网+医疗”领域的建设带来良好发展机遇。公司将及时调整各项经营安排,采取多种措施保障生产经营工作安全有序开展,努力降低疫情对公司生产经营的不利影响,紧随国家政策引导,加大市场拓展力度,努力完成董事会年初制定各项经营目标。报告期内,预计非经常性损益对净利润的影响金额约为355万元;上年同期非经常性损益对净利润的影响金额为738.77万元。","预计2020年1-3月归属于上市公司股东的净利润盈利:5,300万元至7,150万元,同比上年变动:-14.67%至15.11%。"
52,2020-03-31,2020-03-27,002658.SZA,雪迪龙,仪器仪表,reduction,首亏,-453.48,-382.79,-418.135,"2020年第一季度,受新冠肺炎疫情的影响,公司及公司上下游企业复工延迟,导致公司一季度营业收入大幅下滑,业绩出现亏损。","预计2020年1-3月归属于上市公司股东的净利润亏损:2,800万元至3,500万元。"
53,2020-03-31,2020-03-27,300052.SZA,中青宝,电子信息,reduction,预减,-60.0,-30.0,-45.0,"1、受新型冠状病毒肺炎疫情影响,报告期内公司盈利出现下滑。2、本报告期公司预计非经常性损益对归属于上市公司股东的净利润影响约为50.00万元。","预计2020年1-3月归属于上市公司股东的净利润盈利:479.29万元至838.76万元,同比上年下降:30%至60%。"
54,2020-03-31,2020-03-27,002967.SZA,广电计量,综合行业,reduction,增亏,-298.56,-175.92,-237.24,"受新型冠状病毒疫情导致的公司及客户复工复产延迟、交通限制等因素影响,公司2020年1-3月营业收入较去年同期减少,主要为需上门服务的计量校准项目,以及需要客户实验室现场目击测试的可靠性与环境试验、电磁兼容检测项目受到影响,导致客户订单延期;公司积极落实政府防控疫情政策要求,为疫情防控提供技术援助,履行国企责任担当,疫情期间员工队伍保持稳定,员工薪酬、资产折旧、房屋租赁等成本费用较去年同期有所上升,公司2020年1-3月净利润较去年同期下降明显。随着新型冠状病毒疫情逐渐受控,全国各地加快推动复工复产,公司业务及订单逐步恢复正常,大客户合作稳定,预计2020年3月实现当月盈利,公司市场经营状况将持续向好。","预计2020年1-3月归属于上市公司股东的净利润亏损:9,000万元-13,000万元。"
55,2020-03-31,2020-03-27,300788.SZA,中信出版,文化传媒,reduction,预减,-73.7,-47.4,-60.55,"2020年一季度,新冠肺炎疫情爆发后,公司主要业务因受到了疫情的影响,整体收入预计比上年同期下降15%-20%之间,收入减少直接影响了经营业绩:一方面书店因店面零售业务受到严重影响,书店整体销售额预计下降40%,人力、租金等费用支出刚性,是业绩下滑的主要影响因素;另一方面公司图书出版与发行业务2月份开始受短期物流恢复、线下销售客户延期复工等因素影响,一季度收入比上年同期降幅预计在10%-15%之间。公司将密切关注新冠肺炎疫情的发展及其对图书线下零售的影响,持续评估并采取积极应对措施。","预计2020年1-3月归属于上市公司股东的净利润盈利:1,500万元至3,000万元,同比上年下降:47.4%至73.7%。"
56,2020-03-31,2020-03-28,300741.SZA,华宝股份,食品饮料,reduction,略减,-15.0,0.0,-7.5,"1、报告期内,公司主营业务收入保持稳定,与上年同期基本持平。2、2020年第一季度,非经常性损益对归属于上市公司股东的净利润的影响金额预计约为1,700万元(上年同期为5,661万元),主要由于受到新冠肺炎疫情影响,政府补助延后导致。","预计2020年1-3月归属于上市公司股东的净利润盈利:24,931万元至29,331万元,同比上年下降:0%至15%。"
57,2020-03-31,2020-03-28,300751.SZA,迈为股份,专用设备,unknown,续盈,-15.0,15.0,0.0,"第一季度公司整体经营情况稳定,但受新型冠状病毒肺炎疫情影响,全国各省、市相继启动了重大突发公共卫生事件一级响应,全国各地均采取多种手段防控疫情。一方面公司以及产业链上下游公司复工时间较原计划有不同程度的延迟;另一方面交通运输也受到一定程度管控,公司业务及技术人员无法达到客户工厂,影响了公司业务的正常开展,从而使公司2020年第一季度净利润与上年同期基本持平。预计公司2020年第一季度非经常性损益对公司净利润的影响金额在230万元左右,主要系公司收到的政府补助资金等。","预计2020年1-3月归属于上市公司股东的净利润盈利:5,401.91万元至7,308.47万元,同比上年变动:-15%至15%。"
58,2020-03-31,2020-03-28,300127.SZA,银河磁体,电子元件,reduction,略减,-30.0,-20.0,-25.0,"1、2020年一季度,因疫情防控需要,春节假期延长、下游部分客户尚未完全复工复产,公司一季度新增订单较上年同期下降,致使公司一季度销售收入及归属于上市公司股东的净利润较去年同期下降。2、预计2020年1月至3月,非经常性损益影响金额约为15万元。","预计2020年1-3月归属于上市公司股东的净利润盈利:2,600万元至2,970万元,同比上年下降:20%至30%。"
59,2020-03-31,2020-03-28,300320.SZA,海达股份,塑胶制品,reduction,预减,-70.0,-50.0,-60.0,"2020年一季度业绩变动的主要原因是:受新冠肺炎疫情影响,产业链复工延后,公司产能恢复、员工返岗、物流等受到限制,虽然公司于2月底已全面复工复产,但下游客户仍滞后复工、订单延后或需求不足,一季度公司营业收入较上年度同期下降明显;鉴于产品销量减少,公司产能利用率降低,进而导致产品单位制造成本有所上升;新增因抗击疫情而产生的防控物资、安置员工居家休息的租房费、运输费、通过官方渠道捐款等;非经常性损益对一季度的影响额约为39.94万元(注:上年同期非经常性损益为10.22万元)。","预计2020年1-3月归属于上市公司股东的净利润盈利:1,720.78万元至2,867.96万元,同比上年下降:50%至70%。"
60,2020-03-31,2020-03-28,300357.SZA,我武生物,医药制造,reduction,略减,-45.0,-25.0,-35.0,"报告期内,公司销售活动受新冠肺炎疫情影响,营业收入同比下降15%-25%;公司各项研发活动持续开展,研发投入有所增加。上述双重因素导致公司在2020年第一季度业绩同比下降。公司预计2020年第一季度非经常性损益对归属于公司净利润的影响金额约为118万元;上年同期的影响金额为116.14万元。","预计2020年1-3月归属于上市公司股东的净利润盈利:3,637.57万元至4,960.33万元,同比上年下降:25%至45%。"
61,2020-03-31,2020-03-28,300358.SZA,楚天科技,医疗行业,reduction,首亏,-539.06,-460.66,-499.86,"2020年一季度,由于新冠肺炎疫情(以下简称“疫情”)的突然爆发,全国各省、市相继启动了重大突发公共卫生事件一级响应,全国各地均采取了多种手段防控疫情。受疫情影响,公司下游企业复工复产延缓,药企提货延期,导致公司设备交付调试进度放缓,当期销售收入大幅减少,给公司一季度经营业绩造成了重大影响。2020年一季度非经常性损益对净利润的影响金额约为980万元。","预计2020年1-3月归属于上市公司股东的净利润亏损:2,300万元至2,800万元。"
62,2020-03-31,2020-03-28,300480.SZA,光力科技,专用设备,unknown,续盈,-15.0,15.0,0.0,"1、受全球新冠肺炎疫情的影响,公司上下游客户复工推迟,公司新项目启动,已有项目的实施工作均受到不同程度的推迟,从而对本期经营业绩产生一定不利影响。2、报告期内,非经常性损益对净利润的影响预计金额约为170万元。","预计2020年1-3月归属于上市公司股东的净利润盈利:397.6万元至537.92万元,同比上年变动:-15%至15%。"
63,2020-03-31,2020-03-28,300194.SZA,福安药业,医药制造,reduction,略减,-32.52,-5.53,-19.025,"1、报告期内,因受新型冠状病毒感染肺炎疫情影响,国家采取了严格的防控措施,同时境外疫情也出现爆发和蔓延态势,短期内物流、人员返岗受阻,因此对公司一季度物资采购、药品生产、销售造成一定影响,导致公司业绩较去年同期有所下降。公司在保障员工生命健康安全、做好疫情防控的前提下,按照各级政府的统筹安排,安全、有序实现复工复产。公司将对国内和境外新冠疫情进行密切跟踪和评估,及时调整各项经营安排,采取多种措施保障生产经营工作正常开展,努力降低疫情对公司生产经营的不利影响。2、本报告期公司非经常性损益对净利润的影响额为300万元左右,主要为公司按规定进行现金管理形成的收益和公司取得的政府补助收入。","预计2020年1-3月归属于上市公司股东的净利润盈利:5,000万元至7,000万元,同比上年下降:5.53%至32.52%。"
64,2020-03-31,2020-03-28,002350.SZA,北京科锐,输配电气,reduction,首亏,-940.89,-520.44,-730.665,"报告期内,受“新冠”疫情影响,公司及相关产业链复工延迟,公司在一季度的订单交付、验收等工作无法正常开展,收入和利润均出现大幅下滑,公司成本和费用占比上升,对公司的生产和经营造成负面影响。报告期内,非经常性损益对公司2020年第一季度净利润的影响约为34.82万元。","预计2020年1-3月归属于上市公司股东的净利润亏损:3,000万元-6,000万元。"
65,2020-03-31,2020-03-30,002399.SZA,海普瑞,医药制造,reduction,预减,-50.69,-40.83,-45.76,"2019年第一季度归属于上市公司股东的净利润为50,703.34万元,归属于上市公司股东的扣除非经常性损益的净利润为1,071.05万元。2020年第一季度归属于上市公司股东的净利润同比下降的主要原因为:2019年第一季度,公司对君圣泰持股比例下降后不再将其纳入合并报表范围,确认了一次性投资收益57,386.52万元;同时,2020年第一季度非流动金融资产公允价值变动损失增加。主营业务方面,2020年第一季度,公司调整与客户的定价模式后原料药业务的业绩贡献明显增加;同时制剂业务销售保持快速增长,共同带来业绩贡献的显著增加。","预计2020年1-3月归属于上市公司股东的净利润盈利:25,000万元至30,000万元,同比上年下降:40.83%至50.69%。"
